index original,text H-ID,witness H-ID,document H-ID,ToCheck,Shelfmark,TRI,textAuthor-freetext,workTitle-freetext,textTitle-freetext,Form,siglum,witness_label,status,Settlement,repository,collection,idno,volume,range_pages,range_views,Digitisation,note,Scripta,Scripta_freetext,Scripta_source,Century,Date,date-freetext,Date-source,jonas_id,arlima_id,Remarques,arlima_ident,arlima_page,arlima_subentry,arlima_ms_reference
435,,,45937,FALSE,"Paris, Bibliothèque nationale de France, français 795",Conqueste de Jerusalem,,,Conqueste de Jerusalem,verse,D,D,,Paris,Bibliothèque nationale de France,français,795,,165ra-256va,337-520,https://gallica.bnf.fr/ark:/12148/btv1b8419243k,,,Italie (scripta) / Amiens ou Douai (iconographie),Jonas,,1251-1300,Seconde moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45557,https://arlima.net/no/2466,,,,300,La conqueste de Jerusalem
436,,,45532,FALSE,"Périgueux, Archives départementales de la Dordogne, 183-04",Conqueste de Jerusalem,,,Conqueste de Jerusalem,verse,,,fragment,Périgueux,Archives départementales de la Dordogne,,183-04,,pas numérotation,15-16,https://archives.dordogne.fr/faire-une-recherche/chercher-dans-les-archives/recherche-globale?detail=506429&arko_default_60d316750d2b6--modeRestit=arko_default_60d3288e5b5e2#visionneuse-manual|/_recherche-api/visionneuse-infos/arko_default_60d316750d2b6/arko_fiche_60789054a66ef/arko_default_60dedaca4070c/image/395028/13|0|13,Fragment d’un bifeuillet.,,,,,1296-1305,"vers 1300 (Falmagne, 2015)",Jonas,http://jonas.irht.cnrs.fr/manuscrit/82073,,,,,300,Conqueste de Jerusalem
437,,,,FALSE,"Stafford, Staffordshire Record Office, D 641 / 1 / 2 / 84",Conqueste de Jerusalem,,,Conqueste de Jerusalem,,,,fragment,Stafford,Staffordshire Record Office,,D 641 / 1 / 2 / 84,,,,,,,,,,1276-1305,vers la fin du 13e (pour Jerusalem),Jonas,http://jonas.irht.cnrs.fr/manuscrit/40279,,,,,,
438,,,,FALSE,"Torino, Biblioteca nazionale universitaria, L. III. 25 (1661)",Conqueste de Jerusalem,,,Conqueste de Jerusalem,verse,,,,Torino,Biblioteca nazionale universitaria,,L. III. 25 (1661),,,,NON NUMÉRISÉ,,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/59032,,,,,,
1879,,,45979,FALSE,"Paris, Bibliothèque nationale de France, français 146",conte d'Anjou,Jean Maillart,,romans du conte d'Anjou,,,,,Paris,Bibliothèque nationale de France,français,146,,22,,https://gallica.bnf.fr/ark:/12148/btv1b8454675g,JE NE L'Y TROUVE PAS,,,,,1301-1325,Premier quart du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45508,https://arlima.net/no/636,,,,958,Jean Maillart
1880,,,45794,FALSE,"Paris, Bibliothèque nationale de France, français 765",conte d'Anjou,Jean Maillart,,romans du conte d'Anjou,verse,,,B,Paris,Bibliothèque nationale de France,français,765,765 (1),2ra-45ra,11 à 99,https://gallica.bnf.fr/ark:/12148/btv1b8454670d,,,,,,1201-1300,XIIIe siècle,Jonas,,https://arlima.net/no/2822,,,,,Jean Maillart
1881,,,46081,FALSE,"Paris, Bibliothèque nationale de France, NAF 4531",conte d'Anjou,Jean Maillart,,romans du conte d'Anjou,verse,A,A,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,4531,,4r-63r,13-131,https://gallica.bnf.fr/ark:/12148/btv1b52515014k,,,,,,1301-1350,Première moitié XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/48110,https://arlima.net/no/3043,,,,958,Jean Maillart
439,,,45664,FALSE,"Paris, Bibliothèque nationale de France, Arsenal 3480",Conte de la Charrette,,,Conte de la Charrette,,Ac,Ac,mutilated,Paris,Bibliothèque nationale de France,Arsenal,3480,"3479-3480, vol. 2",54-102,60-108,https://gallica.bnf.fr/ark:/12148/btv1b55001676w,,,,,,1405,1405,Jonas,http://jonas.irht.cnrs.fr/manuscrit/42998,https://arlima.net/no/4162,,,,,
440,,,46501,FALSE,"Paris, Bibliothèque nationale de France, français 119",Conte de la Charrette,,,Conte de la Charrette,prose,Aa,Aa,,Paris,Bibliothèque nationale de France,français,117-120,119,310r-333v,13-60,https://gallica.bnf.fr/ark:/12148/btv1b84920784,apographe de Ac (selon A. Combes),,Paris,Jonas,,1395-1404,copié avant 1404 et repeint vers 1465,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45504,https://arlima.net/no/4172,,,,,
441,,,45882,FALSE,"Paris, Bibliothèque nationale de France, français 122",Conte de la Charrette,,,Conte de la Charrette,prose,Ab,Ab,,Paris,Bibliothèque nationale de France,français,122,,1r-23v,11-56,https://gallica.bnf.fr/ark:/12148/btv1b10533299h,,,région de Tournai,,,1345,achevé 14 mars 1345,Jonas,http://jonas.irht.cnrs.fr/manuscrit/74689,https://arlima.net/no/4174,,,,,
442,,,,FALSE,", , localisation actuelle inconnue: fragment retrouvé à Mulhouse et édité par Hoepffner en 1935; il est issu du même ms. que celui du BnF, n. a. fr. 5094.",couronnement de Louis,,,couronnement de Louis,verse,,,fragment,,,,"localisation actuelle inconnue: fragment retrouvé à Mulhouse et édité par Hoepffner en 1935; il est issu du même ms. que celui du BnF, n. a. fr. 5094.",,,,,,,,,,,,,,,,,,975,Le couronnement de Louis
443,,,46157,FALSE,"Boulogne-sur-Mer, Bibliothèque municipale, 192",couronnement de Louis,,,couronnement de Louis,verse,,,,Boulogne-sur-Mer,Bibliothèque municipale,,192,,21ra-38ra,26-43,https://bvmm.irht.cnrs.fr/consult/consult.php?reproductionId=12033,,,Paris (Arlima) / Picardie (Jonas),,,1295,Achevé le 16 avril 1295,Jonas,http://jonas.irht.cnrs.fr/manuscrit/9587,https://arlima.net/no/5829,,,,975,Le couronnement de Louis
444,,,45613,FALSE,"London, British Library, Royal 20.D.XI",couronnement de Louis,,,couronnement de Louis,verse,,,,London,British Library,Royal,20. D. XI,,103vc-115vc,,NON NUMÉRISÉ,,,France,,,1301-1350,Première moitié du XIVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/31259,https://arlima.net/no/3776,,,,975,Le couronnement de Louis
445,,,45293,FALSE,"Milano, Biblioteca Trivulziana, 1025",couronnement de Louis,,,couronnement de Louis,verse,,,,Milano,Biblioteca Trivulziana,,1025,,,,NON NUMÉRISÉ,,,,,,1267-1300,Dernier tiers du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/35143,https://arlima.net/no/5828,,,,975,Le couronnement de Louis
446,,,45711,FALSE,"Paris, Bibliothèque nationale de France, français 1448",couronnement de Louis,,,couronnement de Louis,verse,A,A,,Paris,Bibliothèque nationale de France,français,1448,,89r-90v,94-96,https://gallica.bnf.fr/ark:/12148/btv1b9058891r,,,Lorraine Sud,Allen,,1241-1260,Milieu du XIIIe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45611,https://arlima.net/no/2438,,,,975,Le couronnement de Louis
447,,,45816,FALSE,"Paris, Bibliothèque nationale de France, français 1449",couronnement de Louis,,,couronnement de Louis,verse,A2,A2,,Paris,Bibliothèque nationale de France,français,1449,,22r-38rb,27-46,https://gallica.bnf.fr/ark:/12148/btv1b90598964,,,Ile-de-France,Jonas,,1241-1260,Milieu du XIIIe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45612,https://arlima.net/no/2460,,,,975,Le couronnement de Louis
448,,,45877,FALSE,"Paris, Bibliothèque nationale de France, français 24369",couronnement de Louis,,,couronnement de Louis,verse,,,,Paris,Bibliothèque nationale de France,français,24369,"24369-24370, t. 1",75r-90v,157-188,https://gallica.bnf.fr/ark:/12148/btv1b60005272,,,France,Mandragore,,1301-1320,Début du XIVe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45910,https://arlima.net/no/2437,,,,975,Le couronnement de Louis
449,,,45930,FALSE,"Paris, Bibliothèque nationale de France, français 368",couronnement de Louis,,,couronnement de Louis,verse,,,fragment,Paris,Bibliothèque nationale de France,français,368,,161ra-162vc,175-177,https://gallica.bnf.fr/ark:/12148/btv1b90600192,Fragment.,,,,,1301-1313,"Première moitié du XIVe siècle, avant 1313",Arlima/Jonas,http://jonas.irht.cnrs.fr/manuscrit/45523,https://arlima.net/no/633,,,,975,Le couronnement de Louis
450,,,45746,FALSE,"Paris, Bibliothèque nationale de France, français 774",couronnement de Louis,,,couronnement de Louis,verse,,,,Paris,Bibliothèque nationale de France,français,774,,18r-33rb,23-38,https://gallica.bnf.fr/ark:/12148/btv1b9060553t,,,,,,1251-1300,Seconde moitié du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45550,https://arlima.net/no/2330,,,,975,Le couronnement de Louis
451,,,46082,FALSE,"Paris, Bibliothèque nationale de France, NAF 5094",couronnement de Louis,,,couronnement de Louis,verse,,,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,5094,,39,87-88,https://gallica.bnf.fr/ark:/12148/btv1b6000371s,Fragment issu du même ms. que celui retrouvé à Mulhouse.,,,,,1201-1400,XIIIe-XIVe siècles,Jonas,http://jonas.irht.cnrs.fr/manuscrit/48114,https://arlima.net/no/6381,,,,975,Le couronnement de Louis
452,,,45668,FALSE,"Paris, Bibliothèque nationale de France, Arsenal 3516",Cristal et Clarie,,,Cristal et Clarie,verse,,,,Paris,Bibliothèque nationale de France,Arsenal,3516,,319va-342vd,644-690,https://gallica.bnf.fr/ark:/12148/btv1b55000507q,,,"Artois, Saint-Omer ou Thérouanne",Jonas,,1261-1300,"Fin du XIIIe siècle, peut-être vers 1267-1268",Jonas,http://jonas.irht.cnrs.fr/manuscrit/43012,https://arlima.net/no/2258,Localisation par le contenu,,,981,Cristal et Clarie
453,,,45329,TRUE,"Michelstadt, Nicolaus-Matz-Bibliothek (Kirchenbibliothek), C 294",Croissant,,,Croissant,,,,fragment,Michelstadt,Nicolaus-Matz-Bibliothek (Kirchenbibliothek),,C 294,,,,NON NUMÉRISÉ,Fragments faisant autrefois partie de la reliure d'un imprimé ancien des Comédies de Térence (coté C 294).,,,,,1381-1420,Fin du XIVe-début du XVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/74815,,,,,5389,La chanson de Croissant
454,,,45759,FALSE,"Paris, Bibliothèque nationale de France, français 1451",Croissant,,,Croissant,verse,,,,Paris,Bibliothèque nationale de France,français,1451,,???,,https://gallica.bnf.fr/ark:/12148/btv1b90596595,,,,,,1401-1500,XVe,Jonas,http://jonas.irht.cnrs.fr/manuscrit/73971,https://arlima.net/no/5390,Concaténé avec Huon de Bordeaux ?,,,5389,La chanson de Croissant
455,,,,FALSE,"Torino, Biblioteca nazionale universitaria, L. II. 14 (1639)",Croissant,,,Croissant,verse,,,,Torino,Biblioteca nazionale universitaria,,L. II. 14 (1639),,395va - 397rb,,https://arca.irht.cnrs.fr/ark:/63955/rlu3usz7sf7x,,,Vermandois (Saint-Quentin?),Jonas,,1311,achevé en juin 1311,Jonas,http://jonas.irht.cnrs.fr/manuscrit/59028,https://arlima.net/no/5394,Concaténé avec Huon de Bordeaux ?,,,5389,La chanson de Croissant
457,,,47602,FALSE,"Paris, Bibliothèque nationale de France, français 12562 (1)",Dame à la licorne et beau chevalier au lion,,Roman de la dame à la licorne et du beau chevalier au lion,Roman de la dame à la licorne et du beau chevalier au lion,verse,,,,Paris,Bibliothèque nationale de France,français,12562,part. 1,1-68r,7-141,https://gallica.bnf.fr/ark:/12148/btv1b104650798,,,,,,1349-1350,sans doute fait pour Blanche de Navarre en 1349-50,Jonas,http://jonas.irht.cnrs.fr/manuscrit/73302,https://arlima.net/no/2417,,,,990,Dame à la licorne
458,,,46074,FALSE,"Paris, Bibliothèque nationale de France, NAF 4232",Daurel et Beton,,,Daurel et Beton,verse,,,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,4232,,76v-112v,160-232,https://gallica.bnf.fr/ark:/12148/btv1b53000321m,,,Région d'Albi,Arlima,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/48097,https://arlima.net/no/4988,,,,271,Daurel et Beton
459,,,45587,FALSE,"London, British Library, Harley 1321",departement des enfans Aimeri,,departement des enfans Aimeri,Version B,verse,,,,London,British Library,Harley,1321,,,,https://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_1321,,,,,,1241-1260,milieu 13e,Jonas,http://jonas.irht.cnrs.fr/manuscrit/30638,https://arlima.net/no/4661,,,,5627,Le departement des enfans Aimeri
460,,,45600,FALSE,"London, British Library, Royal 20.B.XIX",departement des enfans Aimeri,,departement des enfans Aimeri,Version B,verse,,,,London,British Library,Royal,20. B. XIX,,66r-86v,,NON NUMÉRISÉ,,,,,,1281-1300,Fin du XIIIe siècle,,http://jonas.irht.cnrs.fr/manuscrit/31250,https://arlima.net/no/4660,,,,5627,Le departement des enfans Aimeri
461,,,45613,FALSE,"London, British Library, Royal 20.D.XI",departement des enfans Aimeri,,departement des enfans Aimeri,Version C,verse,,,,London,British Library,Royal,20. D. XI,,,,NON NUMÉRISÉ,,,France,,,1301-1350,Première moitié du XIVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/31259,https://arlima.net/no/3776,Concaténé avec l’estoire Aymeri ?,,,5627,Le departement des enfans Aimeri
462,,,45877,FALSE,"Paris, Bibliothèque nationale de France, français 24369",departement des enfans Aimeri,,departement des enfans Aimeri,Version C,verse,,,,Paris,Bibliothèque nationale de France,français,24369,"24369-24370, t. 1",27ra-29v,61-66,https://gallica.bnf.fr/ark:/12148/btv1b60005272,,,France,Mandragore,,1301-1320,Début du XIVe siècle,Allen,http://jonas.irht.cnrs.fr/manuscrit/45910,https://arlima.net/no/2437,,,,5627,Le departement des enfans Aimeri
463,,,46084,FALSE,"Paris, Bibliothèque nationale de France, NAF 6298",departement des enfans Aimeri,,departement des enfans Aimeri,Version C,verse,,,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,6298,,1r-3v,3-6,https://gallica.bnf.fr/ark:/12148/btv1b10073773r,,,,,,1201-1300,XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75518,https://arlima.net/no/6925,,,,5627,Le departement des enfans Aimeri
464,725,,45450,FALSE,"Hannover, Gottfried-Wilhelm-Leibniz-Bibliothek, IV. 578",destruction de Rome,,destruction de Rome,Version I,verse,,,,Hannover,Gottfried-Wilhelm-Leibniz-Bibliothek,,IV. 578,,1ra-24vb,,NON NUMÉRISÉ,,,East Anglia,Arlima,,1401-1500,XVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/75450,,,,,1009,La destruction de Rome
465,725,,45577,FALSE,"London, British Library, Egerton 3028",destruction de Rome,,destruction de Rome,Version I,verse,,,,London,British Library,Egerton,3028,,64r-83r,,NON NUMÉRISÉ,,,Angleterre,,,1338-1340,"pendant le règne d'Edouard III, cf. expl. du Brutus; 1338-1340 selon Underwood, citée par Blacker 2006, p. 239",Jonas,https://jonas.irht.cnrs.fr/manuscrit/74789,https://arlima.net/no/7857,,,,1009,La destruction de Rome
466,710,,45310,FALSE,"Genève, Bibliothèque de Genève, français 198",destruction de Rome,,destruction de Rome,Version II,verse,,,fragment,Genève,Bibliothèque de Genève,français,198,,?,,NON NUMÉRISÉ,,,,,,1281-1320,Fin du XIIIe ou début du XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/21850,https://arlima.net/no/6164,,,,1009,La destruction de Rome
467,48559,,45603,FALSE,"Bern, Burgerbibliothek, 113",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,B,B,,Bern,Burgerbibliothek,,Cod. 113,,87ra-115ra,87r-115r,https://www.e-codices.ch/en/list/one/bbb/0113,,,Picardie,Jonas,,1251-1300,Deuxième moitié XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/7975,https://arlima.net/no/3057,,,,137,Wauchier de Denain
468,48559,,46137,FALSE,"Edinburgh, National Library of Scotland, Advocates Library 19.1.05",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,E,,,Edinburgh,National Library of Scotland,,Advocates Library 19.1.05,,,,,,,,,,1201-1300,13e s.,Jonas,jonas.irht.cnrs.fr/manuscrit/19814,,,,,,
470,48559,,45571,TRUE,"London, British Library, Additional 36614",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,L,,,London,British Library,Additional,36614,,,,,,,,,,1201-1225,1er quart du 13e s.,Jonas,http://jonas.irht.cnrs.fr/manuscrit/30094,,,,,,
471,48559,,45162,FALSE,"Mons, Bibliothèque publique de la ville, 331/206",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,P,P,,Mons,Bibliothèque publique de la ville,,331/206,,p. 229-375,,NON NUMÉRISÉ,,,Tournai,Jonas,,1281-1290,Vers 1285,Jonas,http://jonas.irht.cnrs.fr/manuscrit/35764,https://arlima.net/no/11459,,,,137,Wauchier de Denain
472,48559,,45304,FALSE,"Montpellier, Bibliothèque interuniversitaire Section de médecine, H 249",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,,,,Montpellier,Bibliothèque interuniversitaire Section de médecine,,H 249,,154va-232v,159-237,https://bvmm.irht.cnrs.fr/consult/consult.php?REPRODUCTION_ID=17269,,,Île-de-France,Arlima,,1281-1300,Fin XIIIe siècle,Arlima,http://jonas.irht.cnrs.fr/manuscrit/36276,https://arlima.net/no/7779,,,,137,Wauchier de Denain
1480,48559,,45905,FALSE,"Paris, Bibliothèque nationale de France, français 12576",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,T,,,Paris,Bibliothèque nationale de France,français,12576,,98 - 152v,,https://gallica.bnf.fr/ark:/12148/btv1b105101697,,,,,,1251-1276,3e quart du XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45805,https://arlima.net/no/3720,,,,534,Première continuation du conte du Graal
1481,48559,,46045,FALSE,"Paris, Bibliothèque nationale de France, français 12577",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,U,U,,Paris,Bibliothèque nationale de France,français,12577,,146v - 215,,https://gallica.bnf.fr/ark:/12148/btv1b10549434x,,,,,,1326-1335,Vers 1330,Jonas,http://jonas.irht.cnrs.fr/manuscrit/45806,https://arlima.net/no/3721,,,,534,Première continuation du conte du Graal
473,48559,,45852,TRUE,"Paris, Bibliothèque nationale de France, français 1429",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,G,G,,Paris,Bibliothèque nationale de France,français,1429,,198 - 299v,409-612,https://gallica.bnf.fr/ark:/12148/btv1b10549433g,,,,,,1201-1300,XIIIe siècle,Jonas,,https://arlima.net/no/3742,,,,137,Wauchier de Denain
1484,48559,,45712,FALSE,"Paris, Bibliothèque nationale de France, français 1453",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,S,,,Paris,Bibliothèque nationale de France,français,1453,,130 - 219,,https://gallica.bnf.fr/ark:/12148/btv1b10525133b,,,,,,1316-1320,"1er tiers du 14e s., 1315-1320 d'après Stones, 2013",Jonas,http://jonas.irht.cnrs.fr/manuscrit/71645,https://arlima.net/no/3719,,,,534,Première continuation du Graal
474,48559,,46068,TRUE,"Paris, Bibliothèque nationale de France, NAF 6614",Deuxième continuation du Conte du Graal,Wauchier de Denain,,Deuxième continuation du Conte du Graal,verse,V,V,mutilated,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,6614,,f. 78-119v,89-130,https://gallica.bnf.fr/ark:/12148/btv1b10089857g,,,,,,1251-1300,Deuxième moitié XIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/71646,https://arlima.net/no/3722,Attribution contestée à Wauchier de Denain,,,137,Wauchier de Denain
475,727,,46073,TRUE,"Paris, Bibliothèque nationale de France, NAF 3320",Don de Mayence,,,Doon de Mayence,verse,,,,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,3320,,??,,NON NUMÉRISÉ,,,Paris,Arlima,,1701-1800,XVIIIe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/76143,https://arlima.net/no/9512,,,,1043,Doon de Mayence
476,726,,45579,FALSE,"London, British Library, Harley 4404",Doon de la Roche,,,Doon de la Roche,verse,,,complete,London,British Library,Harley,4404,,1r-88r,1r-88r,https://www.bl.uk/manuscripts/Viewer.aspx?ref=harley_ms_4404_fs001r,,,,,,1401-1500,XVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/30814,https://arlima.net/no/6361,,,,1042,Doon de la Roche
477,726,,46056,FALSE,"Paris, Bibliothèque nationale de France, NAF 23087",Doon de la Roche,,,Doon de la Roche,verse,L,L,fragment,Paris,Bibliothèque nationale de France,nouvelles acquisitions françaises,23011,,??,,NON NUMÉRISÉ,Deux fragments,,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/72758,https://arlima.net/no/5167,,,,1042,Doon de la Roche
479,727,,47561,TRUE,"Amsterdam, Universiteitsbibliotheek, I A 24 g (448)",Doon de Mayence,,,Doon de Mayence,verse,,,fragment,Amsterdam,Universiteitsbibliotheek,,I A 24 g,,,,NON NUMÉRISÉ,"160 vers, presque illisibles, appartenant aux laisses 44 et 46 ; puis 240 vers des laisses 72, 73, 74, 79, 80",,,,,1301-1400,XIVe siècle,Jonas,http://jonas.irht.cnrs.fr/manuscrit/79289,,,,,,
481,727,,45572,TRUE,"London, British Library, Additional 46140",Doon de Mayence,,,Doon de Mayence,,,,fragment,London,British Library,Additional,46140,,,,NON NUMÉRISÉ,,,,,,1301-1400,XIVe siècle,,http://jonas.irht.cnrs.fr/manuscrit/78432,,,,,,
